node,degree,clustering,degree_centrality,betweenness,closeness
0,347,0.04196165314587463,0.08593363051015354,0.14630592147442917,0.35334266713335666
1,17,0.41911764705882354,0.004210004952947003,2.7832744209034606e-06,0.2613761408505405
2,10,0.8888888888888888,0.0024764735017335313,7.595021178512074e-08,0.26125776397515527
3,17,0.6323529411764706,0.004210004952947003,1.6850656559280464e-06,0.2613761408505405
4,10,0.8666666666666667,0.0024764735017335313,1.8403320547933104e-07,0.26125776397515527
5,13,0.3333333333333333,0.0032194155522535907,2.205964164092193e-06,0.2613084837895554
6,6,0.9333333333333333,0.0014858841010401188,2.4537760730577472e-08,0.26119016817593793
7,20,0.43157894736842106,0.004952947003467063,0.0001702984836730339,0.2747686445291236
8,8,0.6785714285714286,0.001981178801386825,2.7604980821899654e-07,0.2612239617026782
9,57,0.39724310776942356,0.014115898959881128,1.6454236303026905e-05,0.2620546433902265
10,10,0.8222222222222222,0.0024764735017335313,4.986739552037655e-08,0.26125776397515527
11,1,0.0,0.00024764735017335313,0.0,0.26110572259941806
12,1,0.0,0.00024764735017335313,0.0,0.26110572259941806
13,31,0.6516129032258065,0.007677067855373947,1.7622717578436846e-06,0.26161321671525756
14,15,0.7428571428571429,0.003714710252600297,5.582871686568508e-07,0.2613423079412336
15,1,0.0,0.00024764735017335313,0.0,0.26110572259941806
16,9,0.6666666666666666,0.002228826151560178,1.9979459275532697e-07,0.2612408617454875
17,13,0.7307692307692307,0.0032194155522535907,4.1066669000480344e-07,0.2613084837895554
18,1,0.0,0.00024764735017335313,0.0,0.26110572259941806
19,16,0.2833333333333333,0.00396235760277365,5.062957964075819e-06,0.2613592233009709
20,15,0.6857142857142857,0.003714710252600297,6.793693332142838e-07,0.2613423079412336
21,65,0.3490384615384615,0.016097077761267953,0.0009380243844653233,0.2756125861715924
22,11,0.4727272727272727,0.0027241208519068845,6.703002200833232e-07,0.2612746683921061
23,17,0.16911764705882354,0.004210004952947003,6.860348937590618e-06,0.2613761408505405
24,16,0.9,0.00396235760277365,1.3673472422981514e-07,0.2613592233009709
25,69,0.2885763000852515,0.017087667161961365,5.38808313945586e-05,0.26225888160031174
26,68,0.4113257243195786,0.016840019811788013,1.935436798204632e-05,0.26224184959085595
27,5,0.9,0.0012382367508667657,3.067220091322184e-08,0.2611732746911584
28,13,0.7692307692307693,0.0032194155522535907,3.812160659244892e-07,0.2613084837895554
29,13,0.46153846153846156,0.0032194155522535907,1.3954817951917517e-06,0.2613084837895554
30,17,0.5,0.004210004952947003,1.3694627409316544e-06,0.2613761408505405
31,23,0.43478260869565216,0.005695889053987122,4.932641252790837e-06,0.2614776921582594
32,6,1.0,0.0014858841010401188,0.0,0.26119016817593793
33,2,1.0,0.0004952947003467063,0.0,0.26112260734609416
34,5,0.6,0.0012382367508667657,0.0036020881281963652,0.3033125516412529
35,2,1.0,0.0004952947003467063,0.0,0.26112260734609416
36,11,0.9636363636363636,0.0027241208519068845,2.726417858953052e-08,0.2612746683921061
37,1,0.0,0.00024764735017335313,0.0,0.26110572259941806
38,9,0.3611111111111111,0.002228826151560178,7.344481172858835e-07,0.2612408617454875
39,15,0.49523809523809526,0.003714710252600297,9.548632622274015e-07,0.2613423079412336
40,44,0.4048625792811839,0.010896483407627538,1.3796059569123122e-05,0.26183374400207493
41,24,0.4673913043478261,0.005943536404160475,4.673274954378314e-06,0.26149462504856885
42,2,1.0,0.0004952947003467063,0.0,0.26112260734609416
43,1,0.0,0.00024764735017335313,0.0,0.26110572259941806
44,6,1.0,0.0014858841010401188,0.0,0.26119016817593793
45,12,0.7272727272727273,0.0029717682020802376,3.0243457405507097e-07,0.2612915749967646
46,5,1.0,0.0012382367508667657,0.0,0.2611732746911584
47,2,1.0,0.0004952947003467063,0.0,0.26112260734609416
48,22,0.329004329004329,0.005448241703813769,5.29085361854899e-06,0.26146076146076147
49,4,0.5,0.0009905894006934125,1.8403320547933104e-07,0.26115638339154057
50,11,0.5636363636363636,0.0027241208519068845,5.135467952242277e-07,0.2612746683921061
51,7,0.8571428571428571,0.001733531451213472,9.201660273966552e-08,0.2612070638463031
52,2,1.0,0.0004952947003467063,0.0,0.26112260734609416
53,31,0.3827956989247312,0.007677067855373947,1.0849233385514972e-05,0.26161321671525756
54,8,0.5714285714285714,0.001981178801386825,3.6120168027808387e-07,0.2612239617026782
55,17,0.8308823529411765,0.004210004952947003,1.8160988132495756e-07,0.2613761408505405
56,78,0.34865134865134867,0.019316493313521546,0.0010850657064421735,0.27585735756250856
57,15,0.5238095238095238,0.003714710252600297,1.5359027152243021e-06,0.2613423079412336
58,12,0.2727272727272727,0.0029717682020802376,0.08436020590796486,0.3974018305284913
59,19,0.7777777777777778,0.0047052996532937095,7.274796871349583e-07,0.2614099825208778
60,8,0.6785714285714286,0.001981178801386825,7.546141619678459e-08,0.2612239617026782
61,3,0.6666666666666666,0.0007429420505200594,6.134440182644368e-08,0.2611394942766604
62,26,0.5230769230769231,0.0064388311045071814,2.8660815656610625e-06,0.26152849740932643
63,6,1.0,0.0014858841010401188,0.0,0.26119016817593793
64,7,0.9523809523809523,0.001733531451213472,1.2821395685548784e-05,0.2790408403012922
65,12,0.5,0.0029717682020802376,6.893923913652614e-07,0.2612915749967646
66,15,0.8761904761904762,0.003714710252600297,9.542251505382869e-08,0.2613423079412336
67,76,0.36140350877192984,0.018821198613174838,0.0009118520705882054,0.27581967213114755
68,9,0.8333333333333334,0.002228826151560178,1.4722656438346484e-07,0.2612408617454875
69,10,0.6444444444444445,0.0024764735017335313,1.9840927984607338e-07,0.26125776397515527
70,2,1.0,0.0004952947003467063,0.0,0.26112260734609416
71,3,1.0,0.0007429420505200594,0.0,0.2611394942766604
72,24,0.605072463768116,0.005943536404160475,1.8125106130858043e-06,0.26149462504856885
73,10,0.5333333333333333,0.0024764735017335313,6.016664242341218e-07,0.26125776397515527
74,1,0.0,0.00024764735017335313,0.0,0.26110572259941806
75,14,0.7582417582417582,0.003467062902426944,2.5490958649817383e-07,0.26132539477090344
76,3,1.0,0.0007429420505200594,0.0,0.2611394942766604
77,6,0.6,0.0014858841010401188,2.556016742768486e-07,0.26119016817593793
78,9,1.0,0.002228826151560178,0.0,0.2612408617454875
79,12,0.9393939393939394,0.0029717682020802376,2.0870669696912043e-08,0.2612915749967646
80,23,0.5217391304347826,0.005695889053987122,0.00015960172239363706,0.2679140127388535
81,3,0.6666666666666666,0.0007429420505200594,6.134440182644368e-08,0.2611394942766604
82,34,0.41711229946524064,0.008420009905894007,7.3592283705503054e-06,0.26166407465007774
83,7,0.8571428571428571,0.001733531451213472,9.201660273966552e-08,0.2612070638463031
84,13,0.4230769230769231,0.0032194155522535907,1.3929533620512854e-06,0.2613084837895554
85,14,0.6483516483516484,0.003467062902426944,5.032627527050142e-07,0.26132539477090344
86,6,1.0,0.0014858841010401188,0.0,0.26119016817593793
87,13,0.6410256410256411,0.0032194155522535907,4.625863702493762e-05,0.27463782901448686
88,20,0.3368421052631579,0.004952947003467063,4.549846123020853e-06,0.26142690664249646
89,8,0.6785714285714286,0.001981178801386825,3.312597698627958e-07,0.2612239617026782
90,2,1.0,0.0004952947003467063,0.0,0.26112260734609416
91,8,0.6785714285714286,0.001981178801386825,2.7604980821899654e-07,0.2612239617026782
92,21,0.7761904761904762,0.005200594353640416,6.842999005760918e-07,0.2614438329556491
93,8,0.8571428571428571,0.001981178801386825,9.40614161338803e-08,0.2612239617026782
94,22,0.6666666666666666,0.005448241703813769,2.1380836623092413e-06,0.26146076146076147
95,6,0.8666666666666667,0.0014858841010401188,6.134440182644368e-08,0.26119016817593793
96,9,0.3888888888888889,0.002228826151560178,7.835986401270893e-07,0.2612408617454875
97,3,0.6666666666666666,0.0007429420505200594,4.089626788429578e-08,0.2611394942766604
98,49,0.5246598639455783,0.012134720158494303,6.75276474687329e-06,0.26191866121813584
99,13,0.6410256410256411,0.0032194155522535907,8.161726604908745e-07,0.2613084837895554
100,9,0.6111111111111112,0.002228826151560178,5.316514824958451e-07,0.2612408617454875
101,19,0.8304093567251462,0.0047052996532937095,7.890545400009306e-07,0.2614099825208778
102,6,1.0,0.0014858841010401188,0.0,0.26119016817593793
103,16,0.55,0.00396235760277365,9.4190407877329e-05,0.2746938775510204
104,32,0.6088709677419355,0.0079247152055473,3.0155346005494676e-06,0.2616301671634055
105,14,0.6703296703296703,0.003467062902426944,4.083494447761187e-07,0.26132539477090344
106,8,0.42857142857142855,0.001981178801386825,3.6387941210384125e-07,0.2612239617026782
107,1045,0.049038479165520905,0.258791480931154,0.4805180785560152,0.45969945355191255
108,13,0.7948717948717948,0.0032194155522535907,3.481582493846834e-07,0.2613084837895554
109,37,0.53003003003003,0.009162951956414065,5.787658323854831e-06,0.26171495236243436
110,5,1.0,0.0012382367508667657,0.0,0.2611732746911584
111,14,0.5604395604395604,0.003467062902426944,1.5294230468062708e-06,0.26132539477090344
112,3,1.0,0.0007429420505200594,0.0,0.2611394942766604
113,40,0.5371794871794872,0.009905894006934125,5.229334396770685e-06,0.2617658498638662
114,1,0.0,0.00024764735017335313,0.0,0.26110572259941806
115,21,0.5333333333333333,0.005200594353640416,3.3336831770046665e-06,0.2614438329556491
116,17,0.6617647058823529,0.004210004952947003,1.155762168033134e-06,0.2613761408505405
117,6,0.4666666666666667,0.0014858841010401188,2.095933729070159e-07,0.26119016817593793
118,36,0.5365079365079365,0.008915304606240713,5.694459451841912e-06,0.26169799092676604
119,62,0.28714965626652567,0.015354135710747894,0.0015229358857941754,0.2801054384017758
120,4,0.5,0.0009905894006934125,4.473603006040935e-05,0.27446982055464925
121,12,0.4696969696969697,0.0029717682020802376,1.0410849313922507e-06,0.2612915749967646
122,63,0.38556067588325654,0.015601783060921248,0.0007457760472154909,0.27557496758343003
123,18,0.6928104575163399,0.004457652303120356,4.922689779281791e-07,0.2613930605903677
124,4,0.5,0.0009905894006934125,1.6358507153718312e-07,0.26115638339154057
125,4,0.6666666666666666,0.0009905894006934125,8.2362839065918e-06,0.27446982055464925
126,7,0.7619047619047619,0.001733531451213472,1.686971050227201e-07,0.2612070638463031
127,16,0.7333333333333333,0.00396235760277365,6.370611703673157e-07,0.2613592233009709
128,28,0.5952380952380952,0.006934125804853888,2.4337383726394154e-06,0.2615623785464438
129,7,0.9047619047619048,0.001733531451213472,4.498589467272537e-08,0.2612070638463031
130,16,0.35833333333333334,0.00396235760277365,2.527390717096562e-06,0.2613592233009709
131,7,1.0,0.001733531451213472,0.0,0.2612070638463031
132,16,0.4,0.00396235760277365,1.983731020051308e-06,0.2613592233009709
133,18,0.5882352941176471,0.004457652303120356,1.8046406979714436e-06,0.2613930605903677
134,19,0.7076023391812866,0.0047052996532937095,6.323857056647831e-07,0.2614099825208778
135,10,1.0,0.0024764735017335313,0.0,0.26125776397515527
136,133,0.32137161084529503,0.03293709757305597,0.026870359787398053,0.2941862159405508
137,16,0.5333333333333333,0.00396235760277365,2.113265956887789e-06,0.2613592233009709
138,2,1.0,0.0004952947003467063,0.0,0.26112260734609416
139,9,0.9722222222222222,0.002228826151560178,1.2268880365288736e-08,0.2612408617454875
140,11,0.8909090909090909,0.0027241208519068845,9.16271144741008e-08,0.2612746683921061
141,28,0.5555555555555556,0.006934125804853888,2.6854718971158224e-06,0.2615623785464438
142,43,0.530454042081949,0.010648836057454186,5.167781965397462e-06,0.261816767165921
143,12,0.6060606060606061,0.0029717682020802376,1.1515220571420997e-06,0.2612915749967646
144,15,0.7047619047619048,0.003714710252600297,8.436846952494006e-07,0.2613423079412336
145,2,1.0,0.0004952947003467063,0.0,0.26112260734609416
146,10,0.4666666666666667,0.0024764735017335313,0.000141354407287742,0.27458180334557325
147,6,0.9333333333333333,0.0014858841010401188,2.4537760730577472e-08,0.26119016817593793
148,20,0.42105263157894735,0.004952947003467063,2.4037945179865694e-06,0.26142690664249646
149,14,0.7802197802197802,0.003467062902426944,3.6641108583001195e-07,0.26132539477090344
150,11,0.5636363636363636,0.0027241208519068845,9.524858913463719e-05,0.2791179926729799
151,7,0.9047619047619048,0.001733531451213472,3.4080223236913156e-08,0.2612070638463031
152,5,0.7,0.0012382367508667657,1.8403320547933104e-07,0.2611732746911584
153,2,1.0,0.0004952947003467063,0.0,0.26112260734609416
154,2,1.0,0.0004952947003467063,0.0,0.26112260734609416
155,3,0.6666666666666666,0.0007429420505200594,4.089626788429578e-08,0.2611394942766604
156,12,0.5303030303030303,0.0029717682020802376,0.00016527424249422466,0.27461915125136016
157,3,0.6666666666666666,0.0007429420505200594,4.089626788429578e-08,0.2611394942766604
158,25,0.3566666666666667,0.006191183754333828,4.792698586965206e-06,0.2615115601321158
159,14,0.6263736263736264,0.003467062902426944,1.151331739012335e-06,0.26132539477090344
160,2,1.0,0.0004952947003467063,0.0,0.26112260734609416
161,25,0.5466666666666666,0.006191183754333828,2.4042212720527196e-06,0.2615115601321158
162,8,0.8571428571428571,0.001981178801386825,5.842323983470826e-08,0.2612239617026782
163,6,0.5333333333333333,0.0014858841010401188,2.5290532925679884e-05,0.2676121678043608
164,3,0.6666666666666666,0.0007429420505200594,1.7526971950412477e-08,0.2611394942766604
165,11,0.6,0.0027241208519068845,3.3803819101741307e-07,0.2612746683921061
166,4,0.6666666666666666,0.0009905894006934125,4.3671371776444415e-07,0.2677186236159915
167,7,0.9047619047619048,0.001733531451213472,4.498589467272537e-08,0.2612070638463031
168,11,0.6909090909090909,0.0027241208519068845,3.1351705266406723e-07,0.2612746683921061
169,38,0.4395448079658606,0.009410599306587419,0.0004022004787300702,0.27510560021801334
170,46,0.4714975845410628,0.011391778107974244,1.2076646755280126e-05,0.26186770428015566
171,22,0.21645021645021645,0.005448241703813769,0.015492407332440639,0.37049270575282134
172,41,0.45975609756097563,0.010153541357107478,8.376867955345824e-06,0.26178282009724474
173,12,0.24242424242424243,0.0029717682020802376,0.0036310041038157157,0.28904795991410165
174,4,0.8333333333333334,0.0009905894006934125,4.089626788429578e-08,0.26115638339154057
175,17,0.4264705882352941,0.004210004952947003,3.309676536636223e-06,0.2613761408505405
