node,degree,clustering,degree_centrality,betweenness,closeness
0,344,0.04129093497864262,0.08519068845963348,0.14618145274508576,0.3531881395959066
1,17,0.39705882352941174,0.004210004952947003,2.3895608141878036e-05,0.26132539477090344
2,10,0.8888888888888888,0.0024764735017335313,7.595021178512074e-08,0.2611732746911584
3,17,0.6176470588235294,0.004210004952947003,1.7528481031293069e-06,0.2613084837895554
4,10,0.8666666666666667,0.0024764735017335313,1.8403320547933104e-07,0.2611732746911584
5,13,0.3333333333333333,0.0032194155522535907,2.2065483964905403e-06,0.2612239617026782
6,6,0.9333333333333333,0.0014858841010401188,2.4537760730577472e-08,0.26110572259941806
7,20,0.43157894736842106,0.004952947003467063,0.00017149879565294502,0.2746938775510204
8,8,0.6785714285714286,0.001981178801386825,2.7604980821899654e-07,0.2611394942766604
9,57,0.39223057644110276,0.014115898959881128,1.68345996584182e-05,0.2620036335323125
10,10,0.8222222222222222,0.0024764735017335313,5.065714736789476e-08,0.2611732746911584
11,1,0.0,0.00024764735017335313,0.0,0.2610213316095669
12,1,0.0,0.00024764735017335313,0.0,0.2610213316095669
13,31,0.6387096774193548,0.007677067855373947,1.8341189523343087e-06,0.2615623785464438
14,15,0.7238095238095238,0.003714710252600297,6.276647659605668e-07,0.26125776397515527
15,1,0.0,0.00024764735017335313,0.0,0.2610213316095669
16,9,0.6666666666666666,0.002228826151560178,2.0462764955782008e-07,0.2611732746911584
17,13,0.6923076923076923,0.0032194155522535907,5.056531407694001e-07,0.2612239617026782
18,1,0.0,0.00024764735017335313,0.0,0.2610213316095669
19,16,0.2833333333333333,0.00396235760277365,5.064321173005294e-06,0.2612746683921061
20,15,0.6761904761904762,0.003714710252600297,7.364293641195155e-07,0.26125776397515527
21,64,0.3482142857142857,0.0158494304110946,0.0009909183283063712,0.2755373592630502
22,11,0.4727272727272727,0.0027241208519068845,6.703002200833232e-07,0.26119016817593793
23,14,0.1978021978021978,0.003467062902426944,4.427020998475018e-06,0.2612408617454875
24,15,0.8952380952380953,0.003714710252600297,1.2310263493504987e-07,0.2612746683921061
25,69,0.28218243819266836,0.017087667161961365,7.75586354021672e-05,0.2622077922077922
